User ID,Occupation (O*NET-SOC Title),Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Work Description,Work Tasks,Work Tools,Work Processes,AI Envision,Recruitment Source
748d0083-b20e-4483-9530-2e6ca8feb92f,Appraisers and Assessors of Real Estate,Female,White,165K-209K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,79606,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Never,Never,Daily,,"I work with clients to find real estate and do all of the contracts and paperwork, contact the title company, and make sure all of the title work is completed. And I also make sure that all of my clients' questions are answered and they are comfortable in the transaction.",,,I use AI to write emails. I also use it to check my contracts and to pull pertinent information out of contracts to keep track of it and send it wherever it needs to be sent. I also use AI to create graphics and help me keep track of my calendar. I hope to be able to use the AI to help me do comparative market analysis in our area that is more accurate.,Prolific
774c78df-78bf-4dea-ae28-39ef52935185,Architectural and Civil Drafters,Male,Black,86K-165K,42,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Never,Never,Never,Never,Never,Never,,"Draft existing conditions, some design work, and construction documentation. Also project manage small to medium-sized projects. Also do some filing when required, and renderings from time to time.",,,"To answer code questions, either national, local, or international codes, find out heights for certain mandatory requirements, such as height for a counter surface, required egress and things of that nature.",Prolific
fcb00ee9-42b3-4437-b42f-62344e3a8579,Art Directors,Male,Black,60-86K,33,"Some College, No Degree",3-5 years,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Never,Weekly,Daily,Weekly,Weekly,Never,Never,Weekly,,"Typical day-to-day work looks like waking up, getting ready, and handling all of my assignments that I have for the previous day, checking to see if I have any orders that are overdue or priority that I need to get done, and then I just work on the most important things first. If I don't have anything that I need to catch up on or I don't have any assignments for that day, then I just start going through a creative process, making up my own things to do to advertise for my business.",,,I envision using AI in my daily workflow by asking them to pop me any ideas for any of my projects that I need to get done or help me write out emails and help me get invoices together.,Prolific
1b45de11-af4b-4808-a6b4-8d3010ec4314,Audio and Video Technicians,Male,White,165K-209K,68,Master’s Degree,1-2 year,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I use them every day in my work.",Monthly,Monthly,Weekly,Monthly,Monthly,Monthly,Monthly,Monthly,Weekly,"As an accountant in finance department at Osage, I manage financial reporting, budgeting and compliance in preparing financial statements and analysing spreadsheets.","Maam AP, where you will find interesting topics and research, like Finance Law, Architecture of Financial Services, Investing, defendant ownership, financial reporting. Experience a revenue analytion using as an accounting software.","I use ERP systems, Microsoft Excel, such as for data analysis, accounting and software such as QuickBooks, AI-powered financial tools such as Kiva, compliance auditing software.","disappeared here are the detail breakdown of these tasks, I spent most of the time in how I completed them these are financial reporting and conciliation such as data collection reconciliation adjustment analysis finalization examination budgeting and forecasting such as data analysis comparison and adjustment, the last one is compliance and preparation","Automating Data and Data Reconciliation Financial Analysis and Forecasting Compliance and Outlook Preparation Report, Generation and Insights",Prolific
4e5faced-a794-4949-a538-b9edefeddb93,Biofuels Production Managers,Male,White,60-86K,32,Associate Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,15728,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Monthly,Monthly,Monthly,Never,Never,Never,"I am a production supervisor for a manufacturing plant. My job, my job focuses on loss prevention and KPIs while ensuring personnel are doing their utmost.","I start my day focusing on if making sure everyone is at their assigned stations, then I work on any form of loss prevention and troubleshooting any sort of manufacturing discrepancies that are occurring. I look at our performance and our schedule and rearrange everything as necessary.","I use Microsoft Office products, specifically Word and Excel. We have another program that we call Host or JBase depending on who you're talking to. Then I also utilize ChatGPT to help me troubleshoot and brainstorm.","The first task is making sure everyone's working as they should. They're keeping the equipment running properly. They're not letting anything sit or wait. The next program, the next task is essentially loss prevention, which as our products are being manufactured, I'm monitoring and watching as everything, as things come out. Anytime we're having any sort of issues, I go to the equipment to work on troubleshooting and figuring out the problem. Performance and scheduling, I monitor all of our paperwork and our schedule and the materials that we have and rearrange our equipment schedule as needed on a priority base and a in-stock material base.","I think AI has a very big potential for my daily workflow, allows for excellent troubleshooting and brainstorming, especially when I'm coming up stumped. The amount of information that AI has available to it is a lot more vast than I have available to me without it. Thank you.",Prolific
0699451d-31d5-4263-b5ca-2e3aaae693a4,Bioinformatics Scientists,Female,White,86K-165K,36,"Doctorate (e.g., PhD)",3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,,Prefer not to answer,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Monthly,Never,Monthly,Monthly,Never,Never,Never,Never,,#NAME?,,,I use AI to summarize google searches or to find answers to scientific questions faster.,WoM
b69f42be-6407-4626-8151-3350355d8554,Bioinformatics Technicians,Female,Black,209K-529K,24,Master’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Monthly,Weekly,Daily,Daily,Daily,Daily,Daily,"As a bioinformatics technician, I use computational tools and methods to analyze, manipulate, and store biological data. ","I use computational tools and methods to analyze, manipulate, and store biological data. They work ",Computers ,I read carefully and answer them,I envisioned using AI to make my work faster and great,WoM
ca8a8e3e-20d2-4d91-9036-c055085c569e,Biostatisticians,Female,White,86K-165K,26,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Independent,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Never,Monthly,Monthly,Weekly,Monthly,Daily,Monthly,Monthly,,"My work includes statistical programming for analysis datasets and deliverables (tables, listings, figures) that help summarize statistical summaries for studies. I also provide support in creating specifications/templates on how to format these datasets/deliverables. My work also involves very close data monitoring and data cleaning (looking out for and handling missing data, conventional errors, data that may not make sense or align with the study's protocol/procedure, querying for incorrect data, etc.). There is also a lot of quality control work in displays, programs, datasets, as well as randomization schedules/plans. ",,,"An AI tool could definitely help in getting some of these processes automated. For example, it could scan data and look for any conventional errors /mistakes that we don't need to find, tell it to look out for missing data. We could also feed it information from the protocol, and tell it to look for a certain trend/pattern according to the information learned from the protocol. It could of course help a lot in statistical modeling as well. We could feed it the study sample, the kind of study design we're working with, any assumptions/restrictions, etc and tell it to produce the best stats model from this criteria. The list really goes on...",WoM
97e06b0c-6887-4871-9f4a-7265f6703b50,Broadcast Announcers and Radio Disc Jockeys,Male,White,30-60K,35,"Some College, No Degree",1-2 year,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Daily,Daily,Daily,Daily,Weekly,Never,Daily,"I make playlists to be played on the radio, and then I host a show, and I announce the songs and PSAs, and organize and broadcast a music show on the radio.",I spend the most time curating the playlist thinking about what songs I want to play in what order as they come. I edit in real time as things change and determine how long each set will take and then make sure I'm playing the right PSAs at the right time. They are on a schedule.,I use physical format music such as vinyl records and CDs. I also use streaming platforms such as Spotify and I use the computer with files saved on there so Google Documents and Microsoft Word and I also use oh I forget what it's called but some type of playlist store a Spinatron Spinatron is playlist storage and backup so it's posted and archived,"For the playlist curation, I have to think of songs that I like that also are within the FCC parameters and the proper mix of styles and genres that we play on our radio station. And I like to sequence them in ways that seem to fit in genres and lyrical content and also make sure that they are not under or over the certain times that the PSAs are supposed to be announced.","I could probably use AI to maybe better facilitate ideas I have for different songs, complementing one another in lyrical content and stylistic style.",Prolific
79d76fcc-b8f1-48af-84d4-1c9ac9855b5e,Broadcast Technicians,Male,White,86K-165K,46,"Some College, No Degree",More than 10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,32301,Democrat,I have some experience using them.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,"I am the manager of programming and master control and I make schedules all day and I've started integrating AI software for that. And then I assign directors to meetings, I manage a group of four people in our master control and I automate the schedule when needed.","I make schedules as a task, that's a big part of my job, including like weekend schedules and holiday breaks and that's where it has been nice to add AI and then I, you know, manage for people which is leave requests and any other kind of leadership thing with the group and I set up our automation, I set up records, I set up all sorts of stuff with a master control. It's a typical master control. I am the manager of the four people that run it but I do run it myself sometimes and then I communicate with other departments. That's my other big, the other big part of my job.","Well, we use Protrack, which is for making schedules and keeping a record of everything you've recorded, and interstitials, and b-roll, and everything else, and making schedules. We've started using Circle Broadcast for automating the schedules, which is an AI software, and we've started integrating that.","The biggest part is managing my team in our master control and doing everything you need to do with that, communication, time sheets, the actual master control board running records, and then communicating with other departments, sometimes frantically, and then after that is making schedules, which the Circle Broadcast has helped, I think will eventually significantly decrease the amount of time I will need to use for that. And then after that it's actually working in master control, sitting at the board, and learning new equipment is a big part of our job too. And that's most everything.","Well, like I said, the Circle Broadcast software, we've already started using it, and eventually it's going to be used for making most of our schedules all the time. Sometimes we are a little different because we're almost always live, but eventually it's going to help us just set up all of our schedules, and then we'll implement it into our automation.",Prolific
a75dcdb1-67a7-4ee5-b3ad-253aaca67eb7,Brownfield Redevelopment Specialists and Site Managers,Female,Black,60-86K,52,Master’s Degree,1-2 year,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Monthly,Daily,Daily,Daily,Daily,Never,Never,Daily,"I work for a temporary housing company. What we do is provide housing for insureds who have experienced a housing loss due to an insurance claim. I help them find housing. I also manage the housing relationship with landlords and with property management companies, and then we reach out to those companies and find out whether or not the properties are available for any needed extensions.","I typically contact landlords and insureds, I contact adjusters, and I contact property management companies to manage extensions, housing, or temporary housing setups. I also interact with my coworkers on a daily basis within my direct team, and I manage any housing arrangements at 14 days after the initial insurance loss.","I use the normal office tools. I use Microsoft suite, Google suite. I use several messaging apps, and then I also use several phone or communication apps tied into CRM systems. So those would be things like Genesis, RingCentral, Slack, Teams. All of those tools are utilized in the course of contacting landlords, property management companies, insurers, and insurance adjusters.","I typically start my day by going over my emails, and that would of course be with Microsoft Outlook. I'm seeing if I have any emails from adjusters, property managers, property management companies, landlords, or any insurers with requests or answers to extensions. Then I proceed to start with a list. Every employee is assigned a board for a particular insurance company. My insurance company is Liberty Mutual, so I start with my Liberty Mutual board, and I go through and I contact whomever I need to contact on that board for the day. And then at the end of the day, I will go through any follow-ups that I have to process from the previous day, or anything that I've been assigned during the day by my manager, or if anyone on another team or another board needs assistance, I'll offer assistance.",,Prolific
c6f14a5b-79f2-448f-bc8f-fb62a54d1361,Budget Analysts,Male,Asian American and Pacific Islander,30-60K,23,Bachelor’s Degree,Less than 1 year,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Daily,Monthly,Never,Never,Daily,Monthly,Monthly,"As a budget analyst, I basically help people and departments manage their money wisely. I make sure every dollar is accounted for and spent in a way that aligns with the organization's goal. A big part of my job is working with budgets, either helping to create them, reviewing them, or keeping an eye on how actual spending compares to what was planned. If a team wants to launch a project or buy something big, I look at the numbers and say can we afford this or is this the best use of our funds. That's pretty much it.","So, talking about the task, the number one would be review budget proposals, number two would be, you know, analyze the spending, number three would be forecast and planning, number four would be monitoring budget compliance, number five would be preparing reports, and number six would be supporting decision making. So, if I want to add more, number seven would be communicating with stakeholders, and number eight and the final would be auditing and documentation.","So, talking about tools and software, what I usually use is Microsoft Excel, Google Seeds, Oracle, SAP, IBM Planning Analytics, QuickBooks, Workday Adaptive Planning, Planful, and other are like Netsuit, Microsoft Power BI, Looker, that's pretty much it.","So let's talk about three core tasks most budget analysts spend a big chunk of time. Number one would be reviewing, reviewing budget proposals. So for that you need to evaluate whether proposed budgets are realistic aligned with company goals and financially responsible. Number two would be monitoring and analyzing budget versus actual. So to ensure teams are staying on track financially and spot any issues early. For that purpose we usually do that. Number three would be preparing budget reports for leadership because to communicate the financial picture in a clear actionable way. That's pretty much it.",I use AI as a tool to help me work smart or not replace what I do. There are a few areas where I would actively use it to improve efficiency and accuracy in my daily tasks. Number one would be automating raw routine reporting. Number two would be predictive budgeting and forecasting. Number three would be natural language queries. Number four would be improving communication. Number five would be scenario planning. That's pretty much it.,Upwork
c2778914-f3e9-4623-a276-358865c6a48a,Business Intelligence Analysts,Male,Black,0-30K,24,Bachelor’s Degree,1-2 year,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,8000,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Monthly,Weekly,Weekly,Monthly,Monthly,,"I collect annual consumption 

data and analyze it ",,,"data analysts are able to reduce manual processing, enhance their analytical capabilities, and focus more on deriving strategic insights that drive business value.",WoM
f9db1cf5-a207-4c29-b142-1a16e58761ef,"Business Teachers, Postsecondary",Female,Black,60-86K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,Independent,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,So I am a teacher. I teach AP Language Arts in 11th grade. I have students from 8 a.m. to 3 p.m. I leave every day around 3 30. I mostly teach how to write. We write different essays all throughout the year. I love my students and yeah.,"So, mostly my tasks for the day are just doing things like teaching, obviously, but I also spend a lot of time grading since I do have to grade papers, lots and lots of papers. I have about 200 students, so I do have lots of papers to grade.",So the main thing that I use is Canvas because that is our way of putting assignments out and just grading things but also I use Google Docs and I also use another grading system that our school uses.,"So for grading papers, I will go down my roster and I will start at the top, A to Z, last name. I'll grade the papers. Another task that I have to do is teach, so I'll normally start off my class with a bell ringer and then I will go up to the front, talk to my students, mostly just lecture, and then there's days where we do activities which consist of talking in groups, different kinds of things like that.","I think I could use AI to help me grade. I haven't really done it before, but I would be open to doing it. I think that I could put a paper in and it could tell me, you know, what could be better or like any grammar things that are wrong with it.",Prolific
0cd2d181-82ae-4df7-a433-4b2b38163973,"Buyers and Purchasing Agents, Farm Products",Male,Hispanic,60-86K,36,"Some College, No Degree",6-10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,93611,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Weekly,Weekly,Weekly,Never,Weekly,Weekly,"Yes, I farm on a two-acre parcel, many different crops, and harvest them and sell them in a farmer's market.","I typically spend each day grazing the land and raking and picking up, cleaning the fields, watering, feeding, cutting, trimming, take about eight hours a day to do all those things.","I use rakes, shovels, wands, watering wands, trimmers, prune shears, clippers, I use different water pumps, and I use scissors, hammers, that type of stuff.","I usually spend the most time watering. I fill the reservoirs, make the solution of nutrients and then turn the pumps on. And sometimes I have to check the irrigation and make sure the drip system is working properly. Also, I do a lot of under trimming and cleaning up, pruning different types of crops. That usually takes a while. And I also, when it's time to harvest, it takes a little bit longer also.","I wouldn't think AI would be necessary for my field of work, I don't really use anything when it comes to farming, not as of yet, at least I haven't come across anything that I would use. Maybe in the future I'll be implementing some type of timer for my phone or something remotely that I could do, but other than that right now I don't use AI.",Prolific
a0636734-0a7c-407f-a6b1-9b44ce759f47,Chemical Engineers,Male,Asian American and Pacific Islander,209K-529K,34,"Doctorate (e.g., PhD)",3-5 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Prefer not to answer,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,"I’m a battery engineer. Our team designs algorithms that enable fast charge, power performance, and battery longevity ",Battery testing and Battery modeling,"Matlab, excel",Understand battery physical process and design model accordingly,Help me write programs that process data easily; generate presentations,WoM
65768c6d-47e4-417b-83f9-57a82be84978,Civil Engineering Technologists and Technicians,Prefer not to say,Black,60-86K,23,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Never,Daily,Daily,Daily,"So basically my work is about solving problems by designing and improving systems, structures, technology. And also works in fields like civil engineering, mechanical, electrical and software engineering. My work impacts everyday life from buildings, machines to apps and power systems. Thank you.","Basically, my job as a software engineer is to design, develop, test and maintain software applications. Also, I write and debug codes, collaborate with teams to create efficient systems and ensure software runs smoothly. And also, my tasks in particular is to include updating programs, fixing bugs and improving performance on everything I create.","I use various tools to write, test, and manage code efficiently. Also, I rely on code editors and IDs like VS Code, IntelliJ IDEA, and PyCharm for coding and debugging. Also, version control systems like JITs and platforms such as JIT Hub help me track changes and collaborate with teams. Testing tools also I personally use, like JUnit and Selenium, and share software quality, whilst project management tools like JIRA and Trello help organize text. For deployment, DevOps tools like Docker and cloud platforms like AWS make scaling applications very, very, very much easy for me here.","Okay, so that's an interesting question. As a software engineer, I mostly spend my time on three key tasks, that's coding and debugging, reviewing the code, and deploying applications. With the coding and debugging, I mostly start by understanding what needs to be built, and breaking it down into smaller tasks. Then I write the code using an editor like VS Code or PYCharm making sure it's clean and efficient. And if something doesn't work, I just debug it, checking errors and running tests, and tweaking the code until it runs smoothly. Once it starts working, well, I just refine and optimize it to make sure it's fast and easy to maintain. So the second task is, I usually review the code after this. When a teammate submits their code to me, or when I do my coding, I usually pull it through from GitHub, I mentioned that earlier on, or another version of control system, and go through it carefully. I usually check it to see how well it's written, and if it follows best practices, and doesn't introduce bugs or security issues. And if I spot something off, I just leave comments and discuss improvements with the developer. Once everything looks good, I just approve and merge it into the main code base. And that's next to the deploying application. Once the code is ready, I just prepare it for launch by packaging it up, using tools like Docker. I just set up an automated pipeline, so updates can go live smoothly without breaking anything. Then I deploy the application to a server or cloud platform like AWS. After deployment, I just monetize, fix any unexpected issues, and push updates when needed. All while making sure everything runs smoothly, without downtime, yeah.","With the actual term ambition using AI in my daily workflow, I think AI saves me much time. It writes better code and it catches mistakes faster. Because usually, it helps with coding a lot, and it helps fix bugs faster. Also, with reviewing codes, I can catch formatting issues, creative risk, or inefficiencies before you even start a manual review. With the reviewing code itself, AI can catch formatting issues, automating, testing, and everything, and it helps with smoother deployment. Basically, AI can act like an extra set of hands, making sure my work is easier and more sufficient, and would want to start using it more, very more in my workflow, yeah.",Prolific
5ee3c238-1249-463b-91d2-f629ebecd2db,Civil Engineers,Male,White,86K-165K,35,Bachelor’s Degree,More than 10 years,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Never,Weekly,Monthly,Never,Never,Never,Weekly,"My day starts by waking up, getting into work, checking my email to make sure that there's no hot items. If there's something that's hot, I will get an answer for that to keep the work going in the field. After that, I'll go through check designs, make sure that there's no missing information, and answer RFIs throughout the day, wrap it up with any meetings that might happen, and probably a field walk.",Tasks that I typically do include answering RFIs and design meetings to make sure that everyone is coordinated and on the same page. I'll do any meetings with contractors that I need to after that to make sure that the construction is going according to the drawings and any OAC meetings and in between that I'll do design and answer RFIs to continue work in the field.,"There's a few different pieces of software that I use. The most versatile one right now would be Bluebeam since I can quickly draft something up and get my point across to architects, engineers, and contractors. I also use AutoCAD 3D in order to do designs.","The easiest way to answer an RFI is to see what their question is and any pictures that they have and then go back to the design. If the design has missing information, then I complete it. If it's there, then all I do is answer the question and send it back to the contractor so they can close out the RFI.",I'm not necessarily sure how AI can help except for drafting emails and I still need to edit them to make sure that the intent is correct. I also think that they could probably use it for analyzing missing details on drawings and references.,Prolific
2df6b5fb-d066-4549-93bd-bf6a964abc39,Climate Change Policy Analysts,Male,Black,30-60K,28,Bachelor’s Degree,3-5 years,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,900101,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,"As a Climate Change Policy Analyst, I research and evaluate environmental data and climate trends to develop, recommend, and assess policies aimed at mitigating climate change. My day-to-day tasks include analyzing environmental legislation, preparing reports and policy briefs, collaborating with scientists and policymakers, and advising government agencies or organizations on sustainable practices. I also participate in stakeholder meetings and help design strategies to reduce greenhouse gas emissions and promote renewable energy.","Research & Data Analysis (30%)
I analyze climate-related data, scientific reports, and environmental models to understand trends and assess policy impacts.

Policy Development & Evaluation (25%)
I draft, review, and recommend policies or regulations aimed at reducing carbon emissions and promoting sustainability.

Report Writing & Documentation (20%)
I write policy briefs, technical reports, and presentations to communicate findings and recommendations to decision-makers.

Meetings & Collaboration (15%)
I attend meetings with scientists, government officials, NGOs, and stakeholders to discuss climate initiatives and strategies.

Public Engagement & Education (10%)
I participate in workshops, public forums, and educational outreach to raise awareness about climate policy issues.","Microsoft Excel / Google Sheets
Used daily for data analysis, tracking emissions metrics, and organizing research findings.

Microsoft Word / Google Docs
Frequently used for writing policy briefs, reports, and documentation.

GIS Software (e.g., ArcGIS, QGIS)
Used regularly for spatial analysis and mapping climate-related data.

Statistical Tools (e.g., R, Python, SPSS)
Used weekly or as needed for in-depth data analysis and modeling climate impacts.

Microsoft PowerPoint / Canva
Used for preparing presentations to communicate findings and policy recommendations.

Project Management Tools (e.g., Trello, Asana, Microsoft Teams)
Used to manage tasks, timelines, and collaboration with colleagues.

Climate Modeling Tools (e.g., MAGICC, GCAM, EN-ROADS)
Used occasionally for scenario planning and analyzing future climate outcomes.","Define the Research Objective

Identify the specific climate issue or policy question (e.g., evaluating the impact of a proposed carbon tax).

Clarify the scope: geographical area, timeframe, sectors affected.

2. Gather Data

Collect data from trusted sources such as IPCC reports, NOAA, NASA, government databases, and climate journals.

Download relevant climate indicators (e.g., CO₂ emissions, temperature anomalies, sea-level rise).

3. Clean & Organize the Data

Use Excel, R, or Python (Pandas) to clean and format the data.

Check for missing values, duplicates, and ensure consistency in units and time intervals.

4. Analyze the Data

Perform statistical or trend analysis using tools like R, Python, or SPSS.

Apply models to forecast future trends or evaluate policy scenarios.

5. Interpret Findings

Compare results to established climate models or targets (e.g., Paris Agreement benchmarks).

Identify key insights, risks, and opportunities from the data.

6. Create Visualizations

Use Excel charts, Tableau, or GIS tools (e.g., ArcGIS) to build maps and graphs.

Visuals help highlight trends and communicate insights effectively.

7. Document & Report

Write a concise summary or full policy report using Word or Google Docs.

Tailor the language and recommendations for the intended audience (e.g., policymakers, NGOs, public).

","I focus on analyzing environmental data and climate trends to help shape policies that address climate change. This involves researching climate science, evaluating existing policies, and recommending strategies for sustainability. I also collaborate with different stakeholders — scientists, NGOs, and government agencies — to develop practical, evidence-based solutions.

🛠️ Tasks I Typically Do (Based on Time Spent)
Researching and analyzing climate data – This takes up most of my time.

Drafting and evaluating policy recommendations

Writing reports, briefs, and summaries

Meeting with stakeholders and attending workshops

Engaging in public education and outreach when needed

🧰 Tools & Software I Use (Most to Least Frequently)
Excel / Google Sheets – For organizing and analyzing data

Word / Google Docs – For writing and editing reports

ArcGIS / QGIS – For spatial mapping and geographic data

R / Python – For deeper data modeling and analysis

PowerPoint / Canva – For preparing presentations

Trello / Microsoft Teams – For task and team coordination

Climate modeling tools – For scenario simulations when needed

",WoM
313e5824-1b30-4ce0-85b7-a76fa19a2320,Clinical Data Managers,Female,Asian American and Pacific Islander,60-86K,24,Master’s Degree,1-2 year,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,08873,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Weekly,Monthly,Daily,Weekly,Monthly,Weekly,Never,Never,,"I generate FDA required datasets, tables, listings and figures using SAS and R Program. I communicate with different departments to work on clinical projects. ",,,I use AI to improve my emails and debug programs. ,WoM
196ae771-90ee-42a7-a810-94eeeb5741f3,Clinical Research Coordinators,Female,White,30-60K,63,Master’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,81050,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,,"As a Clinical Research Coordinator using an AI agent i starts my day by reviewing AI-generated updates, screening patients, and obtaining informed consent with digital assistance. Throughout the day, i manages trial procedures, monitor patient safety with AI-powered tools, and ensure regulatory compliance through automated data entry and reporting. By the end of the day, i analyzes AI-generated reports, plan for upcoming tasks, and use predictive insights to optimize trial efficiency and patient follow-ups.",,,"AI streamlines patient screening,informed consent and trial management by automating data analysis regulatory compliance,and patient monitoring. It enhances patient safety with predictive alerts and remote monitoring while optimizing visit scheduling and adherence tracking. By the end of the day, AI-generated reports and predictive insights help refine trial efficiency,ensuring proactive planning for upcoming tasks.",Prolific
